#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11
1616,kamsit,haqoratla,VERB,272,hyp,high,5,6,7,9,5,8,7,7,9,10,8,9,3,7,2,6,7,7,2,8,8,9
1617,pulla,sotish,VERB,269,hyp,high,8,10,7,8,8,9,6,7,4,6,5,8,3,7,5,7,8,9,7,8,7,9
1618,odimla,yur,VERB,240,hyp,high,7,8,6,6,6,8,4,6,4,7,7,7,4,6,5,7,4,5,8,8,7,8
1620,to'ydir,yedir,VERB,49,hyp,med,6,9,8,8,7,7,4,5,7,8,9,9,6,7,6,8,4,7,4,6,7,9
1621,chalkashtir,aralashtir,VERB,48,hyp,med,4,7,9,10,8,9,5,6,6,8,8,8,5,7,2,4,1,4,8,7,2,4
1622,uqtirish,tushuntirish,VERB,41,hyp,med,3,5,6,8,5,7,7,7,6,6,10,10,4,7,4,8,6,6,2,8,8,8
1623,vidolash,xayrlash,VERB,38,hyp,med,5,7,7,9,8,9,7,10,7,8,9,10,6,7,4,7,7,7,4,9,3,8
1624,cho'chit,qo'rqit,VERB,34,hyp,med,6,7,6,7,6,7,6,8,6,8,8,9,4,6,4,6,6,9,8,8,6,7
1625,taqillat,ovoz chiqarish,VERB,33,hyp,med,3,5,6,7,4,6,4,6,4,6,6,10,10,0,3,7,4,5,0,8,3,5
1626,sindirish,ajratish,VERB,31,hyp,med,2,4,3,6,3,4,3,5,3,4,5,7,4,6,3,4,2,6,3,6,4,6
1627,chertish,ovoz chiqarish,VERB,30,hyp,med,3,6,6,7,4,7,6,6,6,8,6,6,3,5,2,5,4,6,8,6,6,6
1628,kulimsira,jilmay,VERB,28,hyp,med,7,9,9,9,5,7,6,7,8,9,9,8,3,5,6,9,6,8,4,7,7,8
1629,tirmash,chiqish,VERB,23,hyp,med,2,4,3,7,5,7,6,7,4,5,6,8,4,6,2,4,4,5,6,6,3,6
1630,dardlash,suhbatlash,VERB,21,hyp,med,3,6,3,6,4,6,3,6,3,5,8,9,2,5,2,5,2,4,6,7,3,5
1631,yakkalan,yolg'izlat,VERB,12,hyp,med,6,7,8,9,6,7,6,8,4,6,8,10,6,9,4,8,3,4,4,6,7,8
1632,kaltaklan,jabrlan,VERB,11,hyp,med,3,5,7,8,5,9,4,7,6,7,8,9,2,4,2,5,2,4,3,5,4,6
1633,dag'allash,qo'pollash,VERB,8,hyp,med,3,3,7,7,6,7,8,9,6,8,2,3,10,10,6,9,4,7,2,8,5,5
1634,uvilla,baqir,VERB,8,hyp,med,3,5,7,7,6,7,6,7,6,8,6,7,3,5,3,5,3,5,4,8,6,9
1635,aljira,gapir,VERB,6,hyp,med,3,5,5,8,5,8,5,7,4,5,7,7,4,6,3,5,4,5,0,8,7,8
1636,chamala,ko'zdan kechir,VERB,6,hyp,med,2,5,8,8,3,5,4,6,6,9,6,8,4,5,3,5,4,6,6,7,6,8
1637,qatorlashtir,tahla,VERB,6,hyp,med,7,8,5,7,6,7,6,7,4,5,7,8,8,3,2,5,4,5,4,5,4,5
1638,taajjublantir,hayratlantir,VERB,6,hyp,med,9,10,8,10,7,8,8,8,8,8,10,10,9,9,8,9,7,9,0,8,3,5
1639,valdira,gapir,VERB,6,hyp,med,3,4,6,7,4,5,5,6,4,8,8,9,3,5,3,4,4,5,8,7,6,8
1640,chamalash,hisoblash,VERB,5,hyp,low,7,9,6,8,6,8,8,8,5,6,7,8,4,6,3,6,3,6,4,6,8,9
1641,purka,sep,VERB,4,hyp,low,2,6,6,6,6,6,4,5,3,7,2,2,3,5,2,5,3,4,0,0,9,9
1642,to'qish,tikish,VERB,4,hyp,low,4,7,4,7,6,6,5,7,4,8,7,8,6,7,3,6,3,5,8,10,7,8
1643,valaqla,gaplash,VERB,4,hyp,low,4,7,4,7,7,7,3,7,4,6,8,10,3,4,3,6,4,5,8,7,1,1
1644,yarqirat,tozala,VERB,4,hyp,low,6,9,6,9,4,7,6,8,7,8,8,9,3,7,3,7,6,7,6,7,6,9
1645,hurkit,cho'chit,VERB,3,hyp,low,5,6,8,8,7,7,7,7,8,9,9,10,3,5,4,8,5,7,8,8,4,8
1646,chuvalashtir,aralashtir,VERB,2,hyp,low,9,9,5,7,7,7,5,7,9,9,8,9,2,3,2,5,1,3,2,4,7,8
1647,chavoqla,kes,VERB,1,hyp,oov,4,9,5,6,4,4,3,4,3,4,7,8,4,10,3,5,2,5,1,1,3,5
1648,diydira,qaltira,VERB,1,hyp,low,7,9,8,8,6,8,4,7,7,6,8,9,8,8,5,8,9,9,8,8,3,6
1649,hayiqtir,qo'rqit,VERB,1,hyp,low,3,6,6,7,6,7,6,7,6,7,7,8,4,10,5,8,3,5,7,8,8,9
1650,pichirlash,so'zlash,VERB,1,hyp,low,6,8,6,7,5,7,4,7,4,8,8,8,4,6,4,7,4,6,9,8,4,9
1651,teatr,sahna,NOUN,3372,mer,high,2,9,4,9,3,9,3,10,3,9,2,10,2,7,2,9,1,7,8,8,2,8
1652,muzey,eksponant,NOUN,3351,mer,high,2,8,4,9,3,7,3,9,3,8,2,9,2,6,2,7,1,6,2,8,6,6
1653,sug'urta,polis,NOUN,3233,mer,high,2,7,3,8,2,7,3,7,3,8,3,9,4,10,1,6,0,4,2,2,3,8
1654,o'simlik,barg,NOUN,3182,mer,high,3,6,2,6,4,8,6,8,3,8,3,8,3,6,2,6,3,5,2,6,3,7
1655,darslik,kitob,NOUN,3110,mer,high,9,10,4,7,5,9,7,8,8,8,2,8,8,10,6,9,3,7,5,8,5,8
1656,matn,qo'lyozma,NOUN,3087,mer,high,4,9,6,9,5,8,3,9,4,8,7,8,3,7,3,6,3,5,7,8,3,9
1657,daraxt,barg,NOUN,2519,mer,high,2,6,3,8,4,8,4,8,4,8,2,6,4,7,3,8,2,5,2,6,6,8
1658,saroy,qirol,NOUN,2214,mer,high,3,9,3,9,3,7,7,8,2,9,0,10,2,6,1,6,2,7,6,7,2,8
1659,do'kon,rasta,NOUN,2175,mer,high,3,9,3,9,4,9,3,9,4,9,7,7,2,8,1,8,2,7,8,6,2,7
1660,ichimlik,suyuqlik,NOUN,2063,mer,high,6,7,8,9,7,8,8,9,6,8,4,7,7,10,4,7,4,6,5,6,3,6
1661,organizm,gavda,NOUN,1890,mer,high,4,8,4,7,4,8,4,8,2,8,2,9,4,6,2,5,4,5,3,6,5,6
1662,yong'in,olov,NOUN,1608,mer,high,3,8,10,10,7,9,5,9,8,8,8,9,3,9,5,9,4,9,6,6,4,7
1663,valyuta,pul,NOUN,1606,mer,high,4,6,6,8,5,7,7,9,5,10,1,8,3,7,4,6,1,6,5,7,3,8
1664,matematika,tenglama,NOUN,1502,mer,high,2,10,6,10,3,8,5,7,4,9,2,8,6,8,3,8,4,7,6,8,1,8
1665,havza,suv,NOUN,1212,mer,high,3,7,4,7,3,8,4,8,4,8,1,8,3,7,3,8,1,5,2,8,2,6
1666,yadro,hujayra,NOUN,1163,mer,high,3,8,5,8,6,8,6,9,7,9,2,9,4,7,4,8,6,8,2,6,3,7
1667,poydevor,inshoot,NOUN,1134,mer,high,5,9,4,7,3,8,3,7,4,6,4,8,4,8,2,9,3,6,2,6,3,9
1551,tavrot,injil,NOUN,62,hyp,high,6,9,7,10,7,8,6,8,6,6,2,8,7,8,4,9,6,9,8,8,2,8
1558,qarag'ay,chinor,NOUN,53,hyp,high,6,8,6,9,5,7,5,7,5,9,3,9,4,6,3,7,4,6,6,7,2,9
1564,pingvin,shimol,NOUN,49,hyp,med,4,8,4,8,4,8,6,9,2,8,7,7,2,7,1,7,1,5,0,0,1,5
1668,aeroport,samolyot,NOUN,1114,mer,high,2,10,3,10,4,9,3,10,3,10,2,9,2,9,2,7,1,6,7,6,3,8
1669,sayyora,fazo,NOUN,989,mer,high,3,7,7,10,7,9,6,6,3,7,6,7,3,5,3,7,3,5,2,8,1,7
1670,samolyot,qanot,NOUN,976,mer,high,5,8,2,6,3,8,3,7,2,6,4,7,3,5,1,6,0,4,8,8,2,6
1671,tomir,qon,NOUN,935,mer,high,2,6,4,9,4,7,4,9,4,8,1,8,2,6,2,7,1,6,4,9,2,6
1672,oshxona,o'choq,NOUN,843,mer,high,3,7,4,9,4,9,3,8,2,8,1,8,2,8,2,7,1,3,2,5,3,8
1673,tikuvchilik,mato,NOUN,761,mer,high,3,8,4,9,2,10,3,10,2,8,2,9,2,10,3,7,1,7,3,8,6,8
1674,fasl,oy,NOUN,710,mer,high,3,6,3,9,4,8,4,6,3,6,3,7,2,9,2,6,3,4,4,7,6,6
1675,spektakl,teatr,NOUN,700,mer,high,2,9,3,7,3,8,3,9,3,10,6,10,3,8,1,7,1,8,8,8,3,8
1676,barmoq,qo'l,NOUN,628,mer,high,3,7,4,10,4,9,5,9,3,9,4,10,2,6,2,9,2,5,9,10,3,6
1677,maosh,pul,NOUN,578,mer,high,1,5,2,7,5,6,3,6,3,7,10,10,1,5,2,5,1,4,6,6,1,8
1678,voleybol,koptok,NOUN,544,mer,high,2,8,2,6,3,7,3,7,3,6,2,8,2,5,2,5,2,5,1,5,5,9
1679,eksponat,muzey,NOUN,512,mer,high,3,8,3,9,3,9,3,8,3,9,6,10,2,6,2,7,2,9,2,8,3,7
1680,dada,oila,NOUN,509,mer,high,3,10,5,8,3,7,4,8,4,8,2,8,2,10,2,6,3,5,2,9,1,9
1681,yotoqxona,uy,NOUN,508,mer,high,5,9,6,8,6,8,6,7,6,10,4,7,8,10,3,6,3,5,8,8,4,9
1682,ustahona,asbob,NOUN,497,mer,oov2,2,6,4,6,3,7,3,7,3,8,7,8,4,8,2,6,2,7,6,5,2,6
1683,sudya,sud,NOUN,494,mer,high,2,7,3,7,3,8,3,8,2,8,5,7,2,5,2,7,2,5,5,8,3,8
1685,emlash,shifoxona,NOUN,466,mer,high,3,8,3,8,3,8,3,7,3,9,1,8,3,8,2,7,1,8,2,8,2,6
1686,nabira,oila,NOUN,464,mer,high,2,6,5,7,4,8,4,7,3,5,1,7,3,6,2,5,1,6,2,5,3,8
1687,xakamlik,o'yin,NOUN,460,mer,oov2,2,6,5,7,2,5,3,6,3,4,1,9,2,6,1,4,1,5,5,6,2,5
1688,alifbo,kitob,NOUN,453,mer,high,6,8,5,8,6,7,6,7,9,10,1,8,3,6,5,9,6,8,4,8,2,7
1689,tushum,savdo,NOUN,449,mer,high,2,6,3,6,3,7,3,7,3,9,7,8,2,5,1,6,3,5,7,8,2,6
1690,qo'riqxona,xayvonot,NOUN,448,mer,high,3,8,6,10,3,8,7,8,8,9,1,8,3,8,6,8,1,8,6,8,1,8
1691,dorixona,dori,NOUN,437,mer,high,2,10,4,8,3,8,5,9,3,8,4,10,2,6,2,7,2,7,8,9,3,8
1692,oshqozon,organ,NOUN,436,mer,high,4,7,6,8,5,7,5,7,4,8,2,8,4,5,2,6,1,4,2,8,3,6
1693,vodiy,tog',NOUN,432,mer,high,2,8,5,7,3,6,5,8,4,9,4,7,6,8,2,6,4,7,5,8,5,7
1694,poyezd,vagon,NOUN,401,mer,high,6,10,4,8,3,8,4,7,3,10,6,9,6,10,4,9,5,9,0,10,4,8
1695,saraton,o'sma,NOUN,394,mer,high,3,7,3,9,4,7,4,7,5,8,7,8,3,5,3,8,3,5,8,6,2,6
1696,cho'ntak,shim,NOUN,391,mer,high,4,8,3,8,3,7,3,7,2,8,1,9,2,10,1,6,2,8,6,8,6,8
1697,buvi,oila,NOUN,389,mer,high,3,5,3,8,4,9,3,6,3,6,2,7,2,7,2,7,2,4,8,8,4,9
1698,soxil,daryo,NOUN,373,mer,oov2,2,6,3,9,4,9,3,8,3,8,2,9,3,7,2,7,1,7,6,8,5,8
1699,serjant,armiya,NOUN,371,mer,high,5,9,3,8,3,7,3,9,2,9,2,8,3,4,1,7,1,6,3,8,6,6
1700,shodlik,hissiyot,NOUN,371,mer,high,3,6,4,8,4,6,6,6,4,6,4,10,5,8,3,7,1,6,5,6,1,8
1701,zo'ravonlik,jinoyat,NOUN,370,mer,high,4,8,5,9,6,8,5,9,4,9,8,9,4,8,4,8,8,9,2,6,7,8
1702,rasta,do'kon,NOUN,365,mer,high,3,9,5,9,3,8,5,9,3,9,8,10,2,9,0,7,1,6,8,8,7,9
1703,tikish,igna,NOUN,355,mer,high,4,7,3,9,3,7,3,7,2,8,2,10,2,6,1,6,1,5,8,8,2,6
1704,ring,boks,NOUN,351,mer,high,2,7,4,10,4,8,3,8,3,8,4,9,3,8,1,7,1,7,8,8,4,9
1705,sinfdosh,maktab,NOUN,351,mer,high,3,8,4,8,3,8,3,9,3,8,1,9,2,8,1,9,3,8,1,8,1,9
1706,astronomiya,teleskop,NOUN,347,mer,high,2,8,4,7,3,9,3,9,4,10,1,9,5,9,1,9,3,10,5,8,6,6
1707,kulolchilik,loy,NOUN,347,mer,high,2,7,4,8,3,7,3,8,3,8,1,9,2,7,2,6,1,5,7,9,3,6
1708,badal,kredit,NOUN,329,mer,high,3,8,6,6,3,8,3,8,4,9,6,8,3,6,2,6,4,7,5,6,3,8
1709,diabet,qand,NOUN,324,mer,high,3,7,4,7,2,8,5,7,2,9,4,8,3,6,1,5,1,5,2,8,3,9
1710,nevara,oila,NOUN,319,mer,high,2,6,4,8,4,6,3,6,3,6,1,9,2,10,1,5,2,6,4,5,3,5
1711,qatag'on,qurbon,NOUN,295,mer,high,2,4,4,9,4,9,5,7,2,8,8,9,3,6,4,8,2,5,2,8,6,9
1712,qabriston,mozor,NOUN,294,mer,high,6,9,9,9,4,8,4,7,5,9,4,10,10,5,2,9,4,6,2,6,2,8
1713,sumalak,bug'doy,NOUN,293,mer,high,4,8,6,8,2,7,3,6,3,8,2,8,4,6,2,6,4,6,6,4,2,8
1714,peshona,bosh,NOUN,290,mer,high,4,8,4,7,3,8,3,7,3,6,5,5,2,10,1,4,1,4,4,8,3,6
1715,veterinariya,xayvon,NOUN,290,mer,high,4,9,3,9,4,7,4,9,6,9,3,9,3,7,1,6,3,6,2,2,3,6
1716,kursant,armiya,NOUN,277,mer,high,4,9,5,7,3,9,3,9,3,9,1,8,2,8,1,9,1,5,1,8,6,7
1717,obligatsiya,moliya,NOUN,276,mer,high,3,8,3,6,4,9,5,9,7,8,2,6,3,6,1,7,1,5,2,8,6,7
1719,zargarlik,oltin,NOUN,267,mer,high,3,9,4,9,5,8,4,9,4,9,5,8,3,4,3,9,3,8,4,8,6,8
1720,qirollik,saroy,NOUN,265,mer,high,4,10,4,8,3,7,3,8,6,9,6,7,6,8,2,7,1,6,6,6,1,8
1721,qazilma,kon,NOUN,263,mer,high,3,8,4,9,4,9,5,8,2,8,6,7,3,6,2,7,3,6,8,9,3,6
1722,ozon,gaz,NOUN,260,mer,high,6,9,7,9,4,7,6,8,6,8,2,8,5,7,3,6,5,6,0,0,2,6
1723,vena,qon,NOUN,260,mer,high,3,8,4,8,3,8,4,9,4,10,1,9,2,7,4,9,6,7,1,7,3,6
1724,shashka,doska,NOUN,256,mer,high,2,6,3,7,3,6,3,6,3,6,8,10,3,5,2,4,1,3,2,1,2,5
1725,tabobat,dori,NOUN,252,mer,high,2,6,4,6,3,7,4,8,3,8,2,9,1,6,4,8,1,5,6,7,2,7
1726,dovon,tog',NOUN,251,mer,high,5,8,4,6,5,8,6,8,5,7,2,8,5,8,4,6,5,7,8,9,7,8
1727,ro'za,ibodat,NOUN,247,mer,high,5,9,6,8,6,8,6,9,2,8,8,10,3,7,4,7,5,8,8,8,6,8
1728,talaffuz,nutq,NOUN,247,mer,high,4,9,7,9,5,9,6,8,6,8,5,10,4,6,4,7,6,7,8,6,5,8
1729,olima,ayol,NOUN,242,mer,high,3,7,4,8,4,8,4,8,3,6,7,8,3,5,2,6,2,5,8,7,7,9
1730,noshir,gazeta,NOUN,236,mer,high,4,6,3,8,4,8,3,7,4,9,5,9,2,6,2,6,3,5,2,8,2,7
1731,kislorod,oksid,NOUN,230,mer,high,4,8,4,7,6,7,6,8,8,9,1,6,4,6,4,8,4,5,4,8,3,6
1732,bog'bon,bog',NOUN,229,mer,high,3,7,4,6,3,9,3,9,5,9,3,10,4,6,2,6,1,6,5,8,6,8
1733,tasma,it,NOUN,229,mer,high,4,9,2,6,3,7,3,8,3,8,3,8,1,4,0,5,0,5,2,2,1,5
1734,kaft,qo'l,NOUN,228,mer,high,5,9,6,8,3,8,5,9,2,9,4,10,5,7,1,6,3,5,5,7,8,8
1735,favvora,suv,NOUN,226,mer,high,2,6,3,9,3,8,4,6,3,6,5,6,3,5,1,6,1,6,6,4,1,7
1736,saxro,qum,NOUN,224,mer,oov2,6,10,4,9,4,8,6,9,3,9,6,8,10,8,2,8,1,6,7,8,3,8
1737,chegirma,narx,NOUN,223,mer,high,2,7,2,7,3,7,4,9,3,8,3,9,3,8,1,6,2,4,2,2,2,9
1738,gulzor,gul,NOUN,214,mer,high,3,7,3,9,3,8,5,7,4,6,7,7,3,6,2,6,2,5,4,8,3,9
1739,qorbobo,qor,NOUN,213,mer,high,3,6,6,7,3,7,4,7,4,6,4,9,2,6,3,6,2,5,8,8,4,9
1740,hasharot,lichinka,NOUN,211,mer,high,4,6,5,7,4,9,4,7,3,8,1,8,4,8,4,8,4,6,8,8,2,7
1741,hovuz,suv,NOUN,205,mer,high,2,7,4,9,3,7,4,7,3,6,6,8,6,10,2,6,1,5,6,8,6,8
1742,botanika,o'simlik,NOUN,202,mer,high,4,9,4,8,4,8,3,7,6,8,3,9,3,6,4,7,5,6,2,5,4,9
1743,norin,xamir,NOUN,200,mer,high,5,9,3,9,3,6,3,7,3,6,5,5,2,5,2,6,3,5,0,8,6,6
1744,darvozabon,futbol,NOUN,197,mer,high,5,9,4,8,3,9,2,9,2,8,2,8,3,6,2,7,1,8,8,10,1,8
1745,muallima,ayol,NOUN,195,mer,high,4,9,5,9,5,7,2,8,3,8,5,9,3,8,2,7,1,5,8,7,6,6
1746,pivo,alkogol,NOUN,183,mer,high,4,8,5,8,5,7,8,10,5,9,8,8,4,6,4,6,4,6,2,8,5,8
1747,bosmaxona,kitob,NOUN,181,mer,high,2,8,3,8,4,9,3,8,4,9,3,10,5,9,1,6,1,6,3,6,2,8
1748,piyola,choynak,NOUN,175,mer,high,3,8,2,8,4,9,3,7,2,7,2,9,1,9,1,7,1,6,8,10,2,8
1749,mundarija,kitob,NOUN,165,mer,high,5,8,2,8,3,8,3,7,2,9,2,6,2,7,1,7,1,6,5,6,3,3
1750,tenglama,matematika,NOUN,161,mer,high,5,9,3,8,4,9,5,8,2,8,2,9,6,8,3,7,4,7,8,6,1,9
1751,to'shak,yotoqxona,NOUN,161,mer,high,2,6,3,9,3,7,3,6,3,5,5,7,3,5,2,6,0,6,2,5,3,9
1752,chashma,buloq,NOUN,155,mer,high,9,10,8,9,9,9,10,10,10,10,8,9,3,5,7,9,6,7,8,9,6,8
1753,qarish,fiziologiya,NOUN,154,mer,high,3,9,6,9,3,6,4,8,2,8,6,8,2,8,3,7,3,5,2,6,4,5
1754,geometriya,shakl,NOUN,153,mer,high,2,9,3,8,3,7,3,9,3,9,5,10,3,7,3,5,3,5,2,6,2,8
1755,bankrotlik,iqtisodiyot,NOUN,148,mer,high,3,8,4,10,3,9,4,7,2,8,6,7,4,9,2,8,2,7,7,6,2,8
1756,jabrlanuvchi,sud,NOUN,148,mer,high,2,5,3,7,3,8,3,8,3,7,2,9,3,6,2,6,1,5,6,7,1,9
1757,bachadon,xomila,NOUN,137,mer,high,2,9,3,7,4,9,3,10,3,10,2,9,3,9,2,10,3,9,3,9,6,8
1758,vasiyatnoma,merosxo'r,NOUN,134,mer,high,3,9,3,9,4,10,4,8,3,8,1,7,2,6,2,7,1,6,7,8,2,9
1759,vodorod,gaz,NOUN,131,mer,high,7,9,6,7,5,7,7,8,6,9,6,8,3,6,4,7,5,8,4,8,6,6
1760,kardiologiya,yurak,NOUN,129,mer,high,3,8,4,10,4,9,4,9,3,10,3,10,7,10,2,7,2,6,2,8,4,8
1761,radiotexnika,aloqa,NOUN,129,mer,high,6,9,4,8,7,8,7,8,9,8,4,8,3,5,2,6,4,5,3,5,1,9
1762,antenna,signal,NOUN,126,mer,high,2,8,4,7,3,9,3,7,3,9,1,9,1,7,3,7,1,7,4,8,4,9
1763,tomoq,qizilo'ngach,NOUN,125,mer,high,3,9,6,8,5,8,4,8,4,8,7,7,3,8,2,8,1,5,6,8,3,8
1764,novda,buta,NOUN,122,mer,high,4,7,5,7,4,6,5,8,7,8,6,8,5,7,4,6,3,5,6,6,2,8
1765,kungaboqar,quyosh,NOUN,116,mer,high,2,7,4,8,3,8,2,7,3,8,4,9,1,6,1,5,0,4,5,8,6,8
1766,kulrang,metal,NOUN,112,mer,high,2,7,6,8,2,4,2,6,2,5,1,4,2,5,1,5,3,4,2,2,0,2
1767,sovutgich,oshxona,NOUN,112,mer,high,2,5,3,9,3,7,3,6,3,6,1,6,2,6,1,4,0,5,1,4,3,7
1768,masalliq,yegulik,NOUN,111,mer,high,5,9,5,8,7,8,4,8,7,6,5,7,5,7,3,6,4,5,4,6,4,8
1769,duradgorlik,randa,NOUN,110,mer,high,2,8,4,9,2,6,3,8,2,8,1,7,3,8,1,6,2,7,5,3,1,8
1770,ekipaj,samolyot,NOUN,108,mer,high,3,9,3,9,3,9,5,8,3,10,2,9,3,10,1,8,1,9,1,7,6,8
1771,muxolif,siyosat,NOUN,107,mer,high,3,7,3,9,3,7,3,8,3,9,6,8,3,7,1,9,2,7,2,6,3,9
1772,radiatsiya,kimyoviy modda,NOUN,106,mer,high,4,6,6,8,3,7,5,8,2,8,2,8,2,5,4,8,5,6,4,7,1,5
1773,vorislik,merosxo'r,NOUN,106,mer,high,9,10,7,9,9,9,10,10,4,9,8,8,9,10,8,9,10,10,6,4,3,6
1774,meteorologiya,atmosfera,NOUN,104,mer,high,4,9,6,8,4,9,9,10,4,8,1,7,6,9,2,6,6,5,2,0,6,8
1775,tug'ruqxona,go'dak,NOUN,102,mer,high,2,8,4,8,4,8,3,8,3,9,2,9,4,10,1,6,1,6,2,7,3,7
1776,mushoira,she'riyat,NOUN,100,mer,high,9,9,5,9,7,9,8,8,8,10,8,10,3,5,7,8,6,8,8,6,8,9
1777,anhor,suv,NOUN,98,mer,high,3,7,6,9,3,8,3,7,3,9,1,9,2,5,1,6,0,6,8,10,3,6
1778,bo'sag'a,eshik,NOUN,95,mer,high,2,7,6,9,3,8,3,8,3,8,6,8,3,5,1,6,1,8,1,6,6,8
1779,koptok,basketbol,NOUN,93,mer,high,2,7,4,8,3,5,4,6,3,7,1,7,2,10,1,7,1,6,2,10,6,8
1780,vulqon,tog',NOUN,93,mer,high,5,9,3,9,3,8,3,8,4,8,2,9,3,6,1,7,2,5,2,8,3,6
1781,novvoyxona,non,NOUN,89,mer,high,2,8,4,7,4,8,3,8,3,8,4,9,2,10,2,6,3,5,8,8,6,8
1782,kiprik,ko'z,NOUN,88,mer,high,3,9,5,8,3,7,4,8,3,8,2,7,2,6,1,7,8,10,2,6,4,7
1783,langar,kema,NOUN,82,mer,high,1,8,4,9,3,8,3,8,3,10,2,8,3,10,1,9,2,9,3,8,2,8
1784,shajara,sulola,NOUN,81,mer,high,6,9,10,10,5,7,6,8,8,9,6,9,8,9,4,6,9,10,4,6,8,9
1785,kotiba,ayol,NOUN,67,mer,high,2,6,3,6,4,9,4,6,3,6,1,5,3,6,2,7,2,6,2,8,2,7
1786,choynak,piyola,NOUN,64,mer,high,0,10,4,9,3,9,3,8,2,8,1,9,3,8,1,7,2,8,5,9,1,9
1684,quduq,havza,NOUN,473,mer,high,4,9,3,9,3,8,4,7,3,9,4,8,8,9,1,4,5,8,8,7,7,8
1787,murabbo,qiyom,NOUN,62,mer,high,6,9,7,8,4,8,5,8,3,7,8,8,4,7,3,7,4,6,2,8,3,8
1788,mayoq,chiroq,NOUN,60,mer,high,3,6,6,9,3,7,3,6,7,8,8,9,3,7,3,6,2,6,8,8,7,8
1789,mehrob,ibodatxona,NOUN,58,mer,high,3,8,5,9,4,6,4,6,7,8,6,8,3,6,2,6,2,6,4,8,2,8
1790,radiator,mashina,NOUN,53,mer,high,2,7,4,8,3,8,3,7,3,6,1,9,2,6,2,7,1,6,2,2,2,9
1791,fonetika,tovush,NOUN,51,mer,high,6,9,8,9,3,8,3,9,9,9,6,10,8,10,6,9,6,9,5,7,4,8
1792,ipakchilik,pilla,NOUN,51,mer,high,2,7,4,10,3,8,3,8,4,9,2,9,5,10,2,7,2,8,6,8,6,9
1793,hromosoma,oqsil,NOUN,50,mer,oov2,6,9,7,9,5,9,8,10,8,9,1,8,5,8,6,9,4,6,7,8,4,7
1794,chuchvara,xamir,NOUN,49,mer,med,2,6,3,8,4,5,3,6,3,6,7,10,6,10,2,5,2,5,3,7,6,8
1795,masnaviy,bayt,NOUN,44,mer,med,4,8,9,10,7,8,8,8,9,10,1,7,9,9,6,9,7,9,3,6,3,6
1796,svetofor,yo'l,NOUN,41,mer,med,2,6,3,8,3,6,3,7,3,9,5,7,3,5,1,7,1,6,1,6,1,6
1797,tirqish,teshik,NOUN,34,mer,med,7,8,6,8,4,8,5,8,6,9,8,9,4,10,3,6,6,7,3,7,4,6
1798,tuyaqush,qanot,NOUN,31,mer,med,3,7,3,7,3,8,3,6,3,5,1,9,3,8,1,4,0,3,4,7,1,1
1799,sanchiq,oshxona,NOUN,30,mer,med,2,6,2,6,6,8,3,8,2,7,3,6,1,5,1,5,0,4,0,2,1,8
1800,sarpo,kuylak,NOUN,30,mer,med,4,9,6,8,3,8,5,6,4,9,7,8,5,8,4,7,3,5,3,6,8,9
1801,zambarak,o'q,NOUN,27,mer,med,4,9,3,9,3,8,3,7,2,7,6,10,2,6,2,7,8,10,8,9,1,9
1802,teplovoz,poyezd,NOUN,24,mer,med,6,10,6,8,6,8,5,8,9,10,7,7,3,4,6,7,8,10,2,8,8,9
1803,turshak,o'rik,NOUN,23,mer,med,9,9,9,10,7,9,8,10,7,8,2,9,8,10,7,9,6,9,2,2,4,8
1804,kepak,bug'doy,NOUN,22,mer,med,3,5,4,9,4,8,4,7,3,6,1,7,5,8,4,6,4,8,8,8,6,7
1805,keramika,tuproq,NOUN,22,mer,med,3,8,3,8,6,8,8,8,7,9,1,8,3,5,3,6,2,5,2,6,3,5
1806,manti,xamir,NOUN,22,mer,med,6,9,4,8,3,8,3,5,3,7,1,9,2,6,2,5,2,4,6,8,2,8
1807,ojiza,ayol,NOUN,10,mer,med,3,6,4,8,3,7,3,6,3,8,2,8,2,4,2,6,1,5,7,8,2,9
1808,muazzin,azon,NOUN,7,mer,med,3,7,3,10,3,9,4,10,3,10,3,9,3,10,1,8,1,9,2,8,2,8
1809,nashriyot,kitob,NOUN,5,mer,low,3,6,3,8,4,8,3,9,2,8,7,8,3,8,1,7,2,6,2,8,2,8
1810,rohiba,ibodatxona,NOUN,5,mer,low,5,9,3,7,4,8,3,6,3,8,2,9,2,6,1,6,1,8,2,9,2,7
1811,mizoj,savdo,NOUN,4,mer,low,2,7,6,7,3,9,3,8,3,9,4,9,2,7,2,9,1,7,7,8,3,5
1812,surrogat,ayol,NOUN,4,mer,low,3,6,3,7,3,8,3,6,3,5,1,2,2,5,1,4,1,5,2,8,2,5
1813,oltiburchak,yon tomon,NOUN,3,mer,low,2,8,3,6,3,7,3,7,3,5,1,8,3,4,1,5,2,4,2,2,2,7
1815,valiaxt,voris,NOUN,2,mer,oov,7,9,5,9,9,9,3,7,3,8,8,9,4,6,4,6,2,5,7,8,8,8
1816,xo'tik,eshak,NOUN,2,mer,low,8,9,8,10,8,8,9,9,7,9,8,10,4,6,7,8,6,9,2,6,8,9
1817,zobit,jang,NOUN,2,mer,low,5,9,3,10,3,8,3,6,2,8,5,10,3,7,1,6,2,8,4,7,2,7
