#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11,s12,r12
951,peshin,vaqt,NOUN,41,hyp,med,2,6,3,7,4,6,6,7,5,8,2,4,8,10,4,9,2,6,6,7,3,5,4,7
952,morfologiya,tilshunoslik,NOUN,39,hyp,med,8,9,6,8,7,9,5,8,6,8,7,8,3,5,8,10,6,9,8,10,3,5,6,8
953,zarg'aldoq,chumchuq,NOUN,39,hyp,med,7,10,8,9,7,9,7,8,6,8,5,5,3,9,6,9,7,9,5,6,3,5,1,7
954,astma,kasallik,NOUN,38,hyp,med,4,9,4,9,3,7,4,8,4,8,5,6,2,9,4,9,3,5,2,2,3,5,5,7
955,apelsin,sitrus meva,NOUN,37,hyp,med,6,9,4,8,4,7,5,7,6,7,1,9,5,6,4,9,3,5,4,8,4,5,4,6
956,beqasam,mato,NOUN,36,hyp,med,5,10,5,7,4,7,4,8,3,9,1,2,7,10,7,9,3,6,6,8,4,5,3,7
957,dovul,bo'ron,NOUN,33,hyp,med,5,9,6,6,5,7,4,8,4,9,8,10,3,5,3,6,4,6,7,8,3,5,7,9
958,zambarak,qurol,NOUN,27,hyp,med,5,8,6,7,4,8,7,8,6,9,7,7,4,8,4,6,3,5,3,7,3,5,5,9
959,platina,metal,NOUN,24,hyp,med,7,9,5,7,5,7,7,9,6,5,4,10,4,7,4,8,4,6,7,7,4,5,4,6
960,turshak,meva,NOUN,23,hyp,med,5,9,5,9,5,7,6,7,5,9,6,7,4,6,7,8,4,6,5,8,3,5,2,9
961,kepak,yem-xashak,NOUN,22,hyp,med,4,6,5,6,7,8,7,8,4,8,3,10,4,6,3,7,2,4,7,8,4,5,3,8
962,manti,taom,NOUN,22,hyp,med,2,6,5,8,4,6,5,5,5,6,1,9,5,7,3,7,3,4,6,4,4,5,3,5
963,suvarak,xasharot,NOUN,21,hyp,med,4,9,6,9,4,8,5,8,7,9,1,8,6,8,6,9,2,5,0,2,4,5,2,8
964,matlab,dastur,NOUN,17,hyp,med,2,6,3,7,4,7,5,6,2,8,2,10,3,9,2,7,3,5,2,2,3,4,2,5
965,zanjabil,ziravor,NOUN,9,hyp,med,5,10,6,7,4,8,8,10,4,6,5,10,5,8,3,9,4,5,2,2,3,4,1,8
966,maraz,so'kinish,NOUN,8,hyp,med,4,8,5,6,4,7,4,8,7,8,10,10,3,5,4,7,1,4,2,9,5,6,3,6
967,mongol,millat,NOUN,6,hyp,med,5,7,5,7,4,9,4,7,3,8,1,4,6,8,4,9,4,6,2,4,3,4,1,8
968,lalmikorlik,dala,NOUN,4,hyp,oov,3,7,3,6,3,7,2,8,3,9,4,8,7,9,3,8,1,6,2,9,4,5,1,9
969,musson,shamol,NOUN,4,hyp,low,6,9,7,8,7,7,6,8,7,8,2,9,7,10,3,7,4,6,2,5,4,4,1,9
970,qumursqa,chumoli,NOUN,4,hyp,low,9,9,10,10,6,8,7,9,8,9,7,7,9,10,6,9,4,8,8,7,3,4,8,9
971,ravishdosh,so'z turkumi,NOUN,4,hyp,low,5,9,6,10,4,9,6,9,3,8,1,4,3,8,3,8,3,6,3,6,3,4,1,8
972,oltiburchak,shakl,NOUN,3,hyp,low,2,5,3,8,3,8,7,9,2,9,2,9,3,4,4,8,3,5,2,8,3,5,3,7
973,ajriq,o'simlik,NOUN,2,hyp,low,3,6,5,8,4,7,4,7,5,7,2,9,5,8,3,6,3,5,8,6,3,4,1,8
974,momaqaymoq,o't,NOUN,2,hyp,low,3,5,5,8,5,6,4,6,6,8,6,8,2,5,3,6,3,4,6,6,4,4,1,8
975,qo'tos,xo'kiz,NOUN,2,hyp,low,6,9,9,10,8,9,7,9,6,8,6,7,7,8,5,9,7,9,2,2,3,4,8,9
976,gondola,qayiq,NOUN,1,hyp,low,6,9,6,8,3,8,6,7,9,10,8,9,4,9,4,9,6,8,4,5,3,5,8,8
977,go'shtxo'r,ayiq,NOUN,1,hyp,oov,3,5,3,6,3,8,3,5,2,7,1,6,3,5,1,5,1,6,8,6,3,4,1,5
978,gulsapsar,o't,NOUN,1,hyp,low,4,6,7,8,6,8,4,7,4,6,2,8,4,10,3,8,3,5,6,7,4,5,1,8
979,karam,poliz ekini,NOUN,1,hyp,low,5,7,6,8,4,6,5,6,3,8,1,9,4,6,3,6,4,6,2,6,3,4,3,5
980,payraha,jihoz,NOUN,1,hyp,low,4,6,4,7,5,7,2,4,3,5,7,7,3,5,2,4,2,5,3,4,3,5,1,2
981,pishqiriq,tovush,NOUN,1,hyp,low,2,6,5,6,5,8,6,8,5,6,6,7,3,6,2,5,3,4,8,8,3,5,1,2
982,qarag'ayzor,o'rmon,NOUN,1,hyp,low,6,9,4,8,4,6,7,8,5,8,6,8,7,10,4,8,4,6,7,9,3,5,4,7
983,qo'shtor,musiqiy asbob,NOUN,1,hyp,oov,4,6,8,9,3,8,5,5,4,6,10,10,4,7,3,7,1,6,7,8,4,4,4,9
984,sershira,tam,NOUN,1,hyp,low,2,4,3,7,5,6,3,4,4,5,2,10,6,8,1,4,2,6,2,2,3,4,6,8
985,shafaqrang,rang,NOUN,1,hyp,oov,5,10,4,8,5,7,3,6,3,5,1,9,2,6,3,7,3,6,8,8,3,4,1,9
986,so'lg'inlik,kayfiyat,NOUN,1,hyp,low,4,7,4,7,3,7,4,8,2,8,2,8,4,6,2,6,4,7,3,6,3,4,6,8
987,tanavor,musiqa,NOUN,1,hyp,low,6,9,6,8,9,9,8,10,9,9,1,9,5,9,6,9,4,8,2,8,3,5,1,8
988,tanbex,jazo,NOUN,1,hyp,oov2,2,4,4,8,7,8,5,7,3,6,6,7,3,6,1,4,1,4,2,5,3,5,2,5
989,timsoh,sudralib yuruvchi,NOUN,1,hyp,low,6,8,5,7,4,8,6,8,7,8,4,10,3,7,5,9,4,7,6,7,3,5,6,9
990,to'ppi,bosh kiyim,NOUN,1,hyp,low,4,8,6,8,7,8,8,8,4,6,1,7,3,6,6,8,1,3,7,9,3,5,6,6
991,yamoqchilik,tikuvchilik,NOUN,1,hyp,low,2,5,4,8,4,5,4,4,4,8,8,9,4,6,2,4,3,4,4,8,3,4,7,8
992,yilqiboqar,cho'pon,NOUN,1,hyp,oov,9,10,6,8,7,8,9,10,8,9,8,9,8,9,9,9,9,10,5,7,3,5,8,10
993,rejalashtir,tizimlashtir,VERB,4633,hyp,high,4,7,9,10,7,8,8,8,6,8,7,7,8,9,3,6,8,10,7,6,7,8,4,6
994,maxalliylashtir,o'zlashtir,VERB,710,hyp,oov2,6,9,4,8,5,7,4,5,2,4,7,8,3,4,2,5,3,6,2,6,7,8,7,8
995,jadallashtir,rivojlantir,VERB,618,hyp,high,6,8,9,9,7,8,9,9,6,7,7,9,9,10,4,8,6,7,4,8,4,5,6,8
996,kamsit,haqoratla,VERB,272,hyp,high,5,6,7,9,5,8,7,7,9,10,8,9,3,7,2,6,7,7,2,8,4,5,8,9
997,pulla,sotish,VERB,269,hyp,high,8,10,7,8,8,9,6,7,4,6,5,8,3,7,5,7,8,9,7,8,3,5,7,9
998,odimla,yur,VERB,240,hyp,high,7,8,6,6,6,8,4,6,4,7,7,7,4,6,5,7,4,5,8,8,3,4,7,8
999,to'ydir,yedir,VERB,49,hyp,med,6,9,8,8,7,7,4,5,7,8,9,9,6,7,6,8,4,7,4,6,4,5,7,9
1000,chalkashtir,aralashtir,VERB,48,hyp,med,4,7,9,10,8,9,5,6,6,8,8,8,5,7,2,4,1,4,8,7,3,5,2,4
1001,uqtirish,tushuntirish,VERB,41,hyp,med,3,5,6,8,5,7,7,7,6,6,10,10,4,7,4,8,6,6,2,8,3,5,8,8
1002,vidolash,xayrlash,VERB,38,hyp,med,5,7,7,9,8,9,7,10,7,8,9,10,6,7,4,7,7,7,4,9,3,4,3,8
1003,cho'chit,qo'rqit,VERB,34,hyp,med,6,7,6,7,6,7,6,8,6,8,8,9,4,6,4,6,6,9,8,8,3,5,6,7
1004,taqillat,ovoz chiqarish,VERB,33,hyp,med,3,5,6,7,4,6,4,6,4,6,6,10,10,0,3,7,4,5,0,8,8,9,3,5
1005,sindirish,ajratish,VERB,31,hyp,med,2,4,3,6,3,4,3,5,3,4,5,7,4,6,3,4,2,6,3,6,3,4,4,6
1006,chertish,ovoz chiqarish,VERB,30,hyp,med,3,6,6,7,4,7,6,6,6,8,6,6,3,5,2,5,4,6,8,6,3,4,6,6
1007,kulimsira,jilmay,VERB,28,hyp,med,7,9,9,9,5,7,6,7,8,9,9,8,3,5,6,9,6,8,4,7,4,5,7,8
1008,tirmash,chiqish,VERB,23,hyp,med,2,4,3,7,5,7,6,7,4,5,6,8,4,6,2,4,4,5,6,6,3,4,3,6
1009,dardlash,suhbatlash,VERB,21,hyp,med,3,6,3,6,4,6,3,6,3,5,8,9,2,5,2,5,2,4,6,7,4,5,3,5
1010,yakkalan,yolg'izlat,VERB,12,hyp,med,6,7,8,9,6,7,6,8,4,6,8,10,6,9,4,8,3,4,4,6,4,5,7,8
1011,kaltaklan,jabrlan,VERB,11,hyp,med,3,5,7,8,5,9,4,7,6,7,8,9,2,4,2,5,2,4,3,5,3,5,4,6
1012,dag'allash,qo'pollash,VERB,8,hyp,med,3,3,7,7,6,7,8,9,6,8,2,3,10,10,6,9,4,7,2,8,4,4,5,5
1013,uvilla,baqir,VERB,8,hyp,med,3,5,7,7,6,7,6,7,6,8,6,7,3,5,3,5,3,5,4,8,3,5,6,9
1014,aljira,gapir,VERB,6,hyp,med,3,5,5,8,5,8,5,7,4,5,7,7,4,6,3,5,4,5,0,8,3,5,7,8
1015,chamala,ko'zdan kechir,VERB,6,hyp,med,2,5,8,8,3,5,4,6,6,9,6,8,4,5,3,5,4,6,6,7,4,5,6,8
1016,qatorlashtir,tahla,VERB,6,hyp,med,7,8,5,7,6,7,6,7,4,5,7,8,8,3,2,5,4,5,4,5,4,5,4,5
1017,taajjublantir,hayratlantir,VERB,6,hyp,med,9,10,8,10,7,8,8,8,8,8,10,10,9,9,8,9,7,9,0,8,5,8,3,5
1018,valdira,gapir,VERB,6,hyp,med,3,4,6,7,4,5,5,6,4,8,8,9,3,5,3,4,4,5,8,7,7,8,6,8
1019,chamalash,hisoblash,VERB,5,hyp,low,7,9,6,8,6,8,8,8,5,6,7,8,4,6,3,6,3,6,4,6,4,5,8,9
1020,purka,sep,VERB,4,hyp,low,2,6,6,6,6,6,4,5,3,7,2,2,3,5,2,5,3,4,0,0,4,5,9,9
1021,to'qish,tikish,VERB,4,hyp,low,4,7,4,7,6,6,5,7,4,8,7,8,6,7,3,6,3,5,8,10,3,4,7,8
1022,valaqla,gaplash,VERB,4,hyp,low,4,7,4,7,7,7,3,7,4,6,8,10,3,4,3,6,4,5,8,7,3,4,1,1
1023,yarqirat,tozala,VERB,4,hyp,low,6,9,6,9,4,7,6,8,7,8,8,9,3,7,3,7,6,7,6,7,3,5,6,9
1024,hurkit,cho'chit,VERB,3,hyp,low,5,6,8,8,7,7,7,7,8,9,9,10,3,5,4,8,5,7,8,8,4,5,4,8
1025,chuvalashtir,aralashtir,VERB,2,hyp,low,9,9,5,7,7,7,5,7,9,9,8,9,2,3,2,5,1,3,2,4,3,5,7,8
1026,chavoqla,kes,VERB,1,hyp,oov,4,9,5,6,4,4,3,4,3,4,7,8,4,10,3,5,2,5,1,1,3,5,3,5
1027,diydira,qaltira,VERB,1,hyp,low,7,9,8,8,6,8,4,7,7,6,8,9,8,8,5,8,9,9,8,8,3,4,3,6
1028,hayiqtir,qo'rqit,VERB,1,hyp,low,3,6,6,7,6,7,6,7,6,7,7,8,4,10,5,8,3,5,7,8,3,5,8,9
1029,pichirlash,so'zlash,VERB,1,hyp,low,6,8,6,7,5,7,4,7,4,8,8,8,4,6,4,7,4,6,9,8,3,4,4,9
1030,teatr,sahna,NOUN,3372,mer,high,2,9,4,9,3,9,3,10,3,9,2,10,2,7,2,9,1,7,8,8,4,5,2,8
1031,muzey,eksponant,NOUN,3351,mer,high,2,8,4,9,3,7,3,9,3,8,2,9,2,6,2,7,1,6,2,8,3,5,6,6
1032,sug'urta,polis,NOUN,3233,mer,high,2,7,3,8,2,7,3,7,3,8,3,9,4,10,1,6,0,4,2,2,2,5,3,8
1033,o'simlik,barg,NOUN,3182,mer,high,3,6,2,6,4,8,6,8,3,8,3,8,3,6,2,6,3,5,2,6,4,5,3,7
1034,darslik,kitob,NOUN,3110,mer,high,9,10,4,7,5,9,7,8,8,8,2,8,8,10,6,9,3,7,5,8,4,5,5,8
1035,matn,qo'lyozma,NOUN,3087,mer,high,4,9,6,9,5,8,3,9,4,8,7,8,3,7,3,6,3,5,7,8,3,5,3,9
1036,daraxt,barg,NOUN,2519,mer,high,2,6,3,8,4,8,4,8,4,8,2,6,4,7,3,8,2,5,2,6,4,5,6,8
1037,saroy,qirol,NOUN,2214,mer,high,3,9,3,9,3,7,7,8,2,9,0,10,2,6,1,6,2,7,6,7,4,5,2,8
1038,do'kon,rasta,NOUN,2175,mer,high,3,9,3,9,4,9,3,9,4,9,7,7,2,8,1,8,2,7,8,6,3,4,2,7
1039,ichimlik,suyuqlik,NOUN,2063,mer,high,6,7,8,9,7,8,8,9,6,8,4,7,7,10,4,7,4,6,5,6,4,5,3,6
1040,organizm,gavda,NOUN,1890,mer,high,4,8,4,7,4,8,4,8,2,8,2,9,4,6,2,5,4,5,3,6,4,5,5,6
1041,yong'in,olov,NOUN,1608,mer,high,3,8,10,10,7,9,5,9,8,8,8,9,3,9,5,9,4,9,6,6,3,5,4,7
1042,valyuta,pul,NOUN,1606,mer,high,4,6,6,8,5,7,7,9,5,10,1,8,3,7,4,6,1,6,5,7,4,5,3,8
1043,matematika,tenglama,NOUN,1502,mer,high,2,10,6,10,3,8,5,7,4,9,2,8,6,8,3,8,4,7,6,8,3,4,1,8
1044,havza,suv,NOUN,1212,mer,high,3,7,4,7,3,8,4,8,4,8,1,8,3,7,3,8,1,5,2,8,3,4,2,6
1045,yadro,hujayra,NOUN,1163,mer,high,3,8,5,8,6,8,6,9,7,9,2,9,4,7,4,8,6,8,2,6,3,5,3,7
1046,poydevor,inshoot,NOUN,1134,mer,high,5,9,4,7,3,8,3,7,4,6,4,8,4,8,2,9,3,6,2,6,4,5,3,9
1047,tavrot,injil,NOUN,62,hyp,high,6,9,7,10,7,8,6,8,6,6,2,8,7,8,4,9,6,9,8,8,3,4,2,8
1048,qarag'ay,chinor,NOUN,53,hyp,high,6,8,6,9,5,7,5,7,5,9,3,9,4,6,3,7,4,6,6,7,3,4,2,9
1049,pingvin,shimol,NOUN,49,hyp,med,4,8,4,8,4,8,6,9,2,8,7,7,2,7,1,7,1,5,0,0,3,4,1,5
1050,aeroport,samolyot,NOUN,1114,mer,high,2,10,3,10,4,9,3,10,3,10,2,9,2,9,2,7,1,6,7,6,4,5,3,8
1051,sayyora,fazo,NOUN,989,mer,high,3,7,7,10,7,9,6,6,3,7,6,7,3,5,3,7,3,5,2,8,5,7,1,7
1052,samolyot,qanot,NOUN,976,mer,high,5,8,2,6,3,8,3,7,2,6,4,7,3,5,1,6,0,4,8,8,4,5,2,6
1053,tomir,qon,NOUN,935,mer,high,2,6,4,9,4,7,4,9,4,8,1,8,2,6,2,7,1,6,4,9,3,5,2,6
1054,oshxona,o'choq,NOUN,843,mer,high,3,7,4,9,4,9,3,8,2,8,1,8,2,8,2,7,1,3,2,5,4,5,3,8
1055,tikuvchilik,mato,NOUN,761,mer,high,3,8,4,9,2,10,3,10,2,8,2,9,2,10,3,7,1,7,3,8,3,5,6,8
1056,fasl,oy,NOUN,710,mer,high,3,6,3,9,4,8,4,6,3,6,3,7,2,9,2,6,3,4,4,7,3,5,6,6
1057,spektakl,teatr,NOUN,700,mer,high,2,9,3,7,3,8,3,9,3,10,6,10,3,8,1,7,1,8,8,8,4,5,3,8
1058,barmoq,qo'l,NOUN,628,mer,high,3,7,4,10,4,9,5,9,3,9,4,10,2,6,2,9,2,5,9,10,3,5,3,6
1059,maosh,pul,NOUN,578,mer,high,1,5,2,7,5,6,3,6,3,7,10,10,1,5,2,5,1,4,6,6,3,5,1,8
1060,voleybol,koptok,NOUN,544,mer,high,2,8,2,6,3,7,3,7,3,6,2,8,2,5,2,5,2,5,1,5,3,5,5,9
1061,eksponat,muzey,NOUN,512,mer,high,3,8,3,9,3,9,3,8,3,9,6,10,2,6,2,7,2,9,2,8,4,5,3,7
1062,dada,oila,NOUN,509,mer,high,3,10,5,8,3,7,4,8,4,8,2,8,2,10,2,6,3,5,2,9,3,4,1,9
1063,yotoqxona,uy,NOUN,508,mer,high,5,9,6,8,6,8,6,7,6,10,4,7,8,10,3,6,3,5,8,8,3,5,4,9
1064,ustahona,asbob,NOUN,497,mer,oov2,2,6,4,6,3,7,3,7,3,8,7,8,4,8,2,6,2,7,6,5,4,5,2,6
1065,sudya,sud,NOUN,494,mer,high,2,7,3,7,3,8,3,8,2,8,5,7,2,5,2,7,2,5,5,8,4,5,3,8
1066,emlash,shifoxona,NOUN,466,mer,high,3,8,3,8,3,8,3,7,3,9,1,8,3,8,2,7,1,8,2,8,4,5,2,6
1067,nabira,oila,NOUN,464,mer,high,2,6,5,7,4,8,4,7,3,5,1,7,3,6,2,5,1,6,2,5,3,4,3,8
1068,xakamlik,o'yin,NOUN,460,mer,oov2,2,6,5,7,2,5,3,6,3,4,1,9,2,6,1,4,1,5,5,6,3,5,2,5
1069,alifbo,kitob,NOUN,453,mer,high,6,8,5,8,6,7,6,7,9,10,1,8,3,6,5,9,6,8,4,8,3,5,2,7
1070,tushum,savdo,NOUN,449,mer,high,2,6,3,6,3,7,3,7,3,9,7,8,2,5,1,6,3,5,7,8,4,5,2,6
1071,qo'riqxona,xayvonot,NOUN,448,mer,high,3,8,6,10,3,8,7,8,8,9,1,8,3,8,6,8,1,8,6,8,3,5,1,8
1072,dorixona,dori,NOUN,437,mer,high,2,10,4,8,3,8,5,9,3,8,4,10,2,6,2,7,2,7,8,9,3,5,3,8
1073,oshqozon,organ,NOUN,436,mer,high,4,7,6,8,5,7,5,7,4,8,2,8,4,5,2,6,1,4,2,8,4,5,3,6
1074,vodiy,tog',NOUN,432,mer,high,2,8,5,7,3,6,5,8,4,9,4,7,6,8,2,6,4,7,5,8,3,4,5,7
1075,poyezd,vagon,NOUN,401,mer,high,6,10,4,8,3,8,4,7,3,10,6,9,6,10,4,9,5,9,0,10,4,5,4,8
1076,saraton,o'sma,NOUN,394,mer,high,3,7,3,9,4,7,4,7,5,8,7,8,3,5,3,8,3,5,8,6,3,5,2,6
1077,cho'ntak,shim,NOUN,391,mer,high,4,8,3,8,3,7,3,7,2,8,1,9,2,10,1,6,2,8,6,8,3,5,6,8
1078,buvi,oila,NOUN,389,mer,high,3,5,3,8,4,9,3,6,3,6,2,7,2,7,2,7,2,4,8,8,3,5,4,9
1079,soxil,daryo,NOUN,373,mer,oov2,2,6,3,9,4,9,3,8,3,8,2,9,3,7,2,7,1,7,6,8,3,5,5,8
1080,serjant,armiya,NOUN,371,mer,high,5,9,3,8,3,7,3,9,2,9,2,8,3,4,1,7,1,6,3,8,4,5,6,6
1081,shodlik,hissiyot,NOUN,371,mer,high,3,6,4,8,4,6,6,6,4,6,4,10,5,8,3,7,1,6,5,6,3,4,1,8
1082,zo'ravonlik,jinoyat,NOUN,370,mer,high,4,8,5,9,6,8,5,9,4,9,8,9,4,8,4,8,8,9,2,6,3,5,7,8
1083,rasta,do'kon,NOUN,365,mer,high,3,9,5,9,3,8,5,9,3,9,8,10,2,9,0,7,1,6,8,8,3,5,7,9
1084,tikish,igna,NOUN,355,mer,high,4,7,3,9,3,7,3,7,2,8,2,10,2,6,1,6,1,5,8,8,4,5,2,6
1085,ring,boks,NOUN,351,mer,high,2,7,4,10,4,8,3,8,3,8,4,9,3,8,1,7,1,7,8,8,3,4,4,9
1086,sinfdosh,maktab,NOUN,351,mer,high,3,8,4,8,3,8,3,9,3,8,1,9,2,8,1,9,3,8,1,8,4,5,1,9
1087,astronomiya,teleskop,NOUN,347,mer,high,2,8,4,7,3,9,3,9,4,10,1,9,5,9,1,9,3,10,5,8,3,5,6,6
1088,kulolchilik,loy,NOUN,347,mer,high,2,7,4,8,3,7,3,8,3,8,1,9,2,7,2,6,1,5,7,9,3,5,3,6
1089,badal,kredit,NOUN,329,mer,high,3,8,6,6,3,8,3,8,4,9,6,8,3,6,2,6,4,7,5,6,3,5,3,8
1090,diabet,qand,NOUN,324,mer,high,3,7,4,7,2,8,5,7,2,9,4,8,3,6,1,5,1,5,2,8,3,4,3,9
1091,nevara,oila,NOUN,319,mer,high,2,6,4,8,4,6,3,6,3,6,1,9,2,10,1,5,2,6,4,5,4,5,3,5
1092,qatag'on,qurbon,NOUN,295,mer,high,2,4,4,9,4,9,5,7,2,8,8,9,3,6,4,8,2,5,2,8,3,5,6,9
1093,qabriston,mozor,NOUN,294,mer,high,6,9,9,9,4,8,4,7,5,9,4,10,10,5,2,9,4,6,2,6,3,4,2,8
1094,sumalak,bug'doy,NOUN,293,mer,high,4,8,6,8,2,7,3,6,3,8,2,8,4,6,2,6,4,6,6,4,3,5,2,8
1095,peshona,bosh,NOUN,290,mer,high,4,8,4,7,3,8,3,7,3,6,5,5,2,10,1,4,1,4,4,8,3,5,3,6
1096,veterinariya,xayvon,NOUN,290,mer,high,4,9,3,9,4,7,4,9,6,9,3,9,3,7,1,6,3,6,2,2,3,4,3,6
1097,kursant,armiya,NOUN,277,mer,high,4,9,5,7,3,9,3,9,3,9,1,8,2,8,1,9,1,5,1,8,3,4,6,7
1098,obligatsiya,moliya,NOUN,276,mer,high,3,8,3,6,4,9,5,9,7,8,2,6,3,6,1,7,1,5,2,8,3,5,6,7
1099,zargarlik,oltin,NOUN,267,mer,high,3,9,4,9,5,8,4,9,4,9,5,8,3,4,3,9,3,8,4,8,3,4,6,8
1100,qirollik,saroy,NOUN,265,mer,high,4,10,4,8,3,7,3,8,6,9,6,7,6,8,2,7,1,6,6,6,4,5,1,8
1101,qazilma,kon,NOUN,263,mer,high,3,8,4,9,4,9,5,8,2,8,6,7,3,6,2,7,3,6,8,9,3,5,3,6
1102,ozon,gaz,NOUN,260,mer,high,6,9,7,9,4,7,6,8,6,8,2,8,5,7,3,6,5,6,0,0,3,4,2,6
1103,vena,qon,NOUN,260,mer,high,3,8,4,8,3,8,4,9,4,10,1,9,2,7,4,9,6,7,1,7,3,5,3,6
1104,shashka,doska,NOUN,256,mer,high,2,6,3,7,3,6,3,6,3,6,8,10,3,5,2,4,1,3,2,1,4,5,2,5
1105,tabobat,dori,NOUN,252,mer,high,2,6,4,6,3,7,4,8,3,8,2,9,1,6,4,8,1,5,6,7,3,4,2,7
1106,dovon,tog',NOUN,251,mer,high,5,8,4,6,5,8,6,8,5,7,2,8,5,8,4,6,5,7,8,9,3,5,7,8
1107,ro'za,ibodat,NOUN,247,mer,high,5,9,6,8,6,8,6,9,2,8,8,10,3,7,4,7,5,8,8,8,3,5,6,8
1108,talaffuz,nutq,NOUN,247,mer,high,4,9,7,9,5,9,6,8,6,8,5,10,4,6,4,7,6,7,8,6,3,4,5,8
1109,olima,ayol,NOUN,242,mer,high,3,7,4,8,4,8,4,8,3,6,7,8,3,5,2,6,2,5,8,7,4,5,7,9
1110,noshir,gazeta,NOUN,236,mer,high,4,6,3,8,4,8,3,7,4,9,5,9,2,6,2,6,3,5,2,8,3,4,2,7
1111,kislorod,oksid,NOUN,230,mer,high,4,8,4,7,6,7,6,8,8,9,1,6,4,6,4,8,4,5,4,8,3,4,3,6
1112,bog'bon,bog',NOUN,229,mer,high,3,7,4,6,3,9,3,9,5,9,3,10,4,6,2,6,1,6,5,8,3,4,6,8
1113,tasma,it,NOUN,229,mer,high,4,9,2,6,3,7,3,8,3,8,3,8,1,4,0,5,0,5,2,2,3,5,1,5
1114,kaft,qo'l,NOUN,228,mer,high,5,9,6,8,3,8,5,9,2,9,4,10,5,7,1,6,3,5,5,7,3,4,8,8
1115,favvora,suv,NOUN,226,mer,high,2,6,3,9,3,8,4,6,3,6,5,6,3,5,1,6,1,6,6,4,3,5,1,7
1116,saxro,qum,NOUN,224,mer,oov2,6,10,4,9,4,8,6,9,3,9,6,8,10,8,2,8,1,6,7,8,4,5,3,8
1117,chegirma,narx,NOUN,223,mer,high,2,7,2,7,3,7,4,9,3,8,3,9,3,8,1,6,2,4,2,2,3,4,2,9
1118,gulzor,gul,NOUN,214,mer,high,3,7,3,9,3,8,5,7,4,6,7,7,3,6,2,6,2,5,4,8,3,5,3,9
1119,qorbobo,qor,NOUN,213,mer,high,3,6,6,7,3,7,4,7,4,6,4,9,2,6,3,6,2,5,8,8,3,4,4,9
1120,hasharot,lichinka,NOUN,211,mer,high,4,6,5,7,4,9,4,7,3,8,1,8,4,8,4,8,4,6,8,8,4,5,2,7
1121,hovuz,suv,NOUN,205,mer,high,2,7,4,9,3,7,4,7,3,6,6,8,6,10,2,6,1,5,6,8,4,5,6,8
1122,botanika,o'simlik,NOUN,202,mer,high,4,9,4,8,4,8,3,7,6,8,3,9,3,6,4,7,5,6,2,5,4,5,4,9
1123,norin,xamir,NOUN,200,mer,high,5,9,3,9,3,6,3,7,3,6,5,5,2,5,2,6,3,5,0,8,3,5,6,6
1124,darvozabon,futbol,NOUN,197,mer,high,5,9,4,8,3,9,2,9,2,8,2,8,3,6,2,7,1,8,8,10,3,5,1,8
1125,muallima,ayol,NOUN,195,mer,high,4,9,5,9,5,7,2,8,3,8,5,9,3,8,2,7,1,5,8,7,4,5,6,6
1126,pivo,alkogol,NOUN,183,mer,high,4,8,5,8,5,7,8,10,5,9,8,8,4,6,4,6,4,6,2,8,3,5,5,8
1127,bosmaxona,kitob,NOUN,181,mer,high,2,8,3,8,4,9,3,8,4,9,3,10,5,9,1,6,1,6,3,6,3,4,2,8
1128,piyola,choynak,NOUN,175,mer,high,3,8,2,8,4,9,3,7,2,7,2,9,1,9,1,7,1,6,8,10,3,5,2,8
1129,mundarija,kitob,NOUN,165,mer,high,5,8,2,8,3,8,3,7,2,9,2,6,2,7,1,7,1,6,5,6,3,5,3,3
1130,tenglama,matematika,NOUN,161,mer,high,5,9,3,8,4,9,5,8,2,8,2,9,6,8,3,7,4,7,8,6,3,5,1,9
1131,to'shak,yotoqxona,NOUN,161,mer,high,2,6,3,9,3,7,3,6,3,5,5,7,3,5,2,6,0,6,2,5,4,5,3,9
1132,chashma,buloq,NOUN,155,mer,high,9,10,8,9,9,9,10,10,10,10,8,9,3,5,7,9,6,7,8,9,4,5,6,8
1133,qarish,fiziologiya,NOUN,154,mer,high,3,9,6,9,3,6,4,8,2,8,6,8,2,8,3,7,3,5,2,6,3,4,4,5
1134,geometriya,shakl,NOUN,153,mer,high,2,9,3,8,3,7,3,9,3,9,5,10,3,7,3,5,3,5,2,6,3,5,2,8
1135,bankrotlik,iqtisodiyot,NOUN,148,mer,high,3,8,4,10,3,9,4,7,2,8,6,7,4,9,2,8,2,7,7,6,4,5,2,8
1136,jabrlanuvchi,sud,NOUN,148,mer,high,2,5,3,7,3,8,3,8,3,7,2,9,3,6,2,6,1,5,6,7,3,5,1,9
1137,bachadon,xomila,NOUN,137,mer,high,2,9,3,7,4,9,3,10,3,10,2,9,3,9,2,10,3,9,3,9,4,5,6,8
1138,vasiyatnoma,merosxo'r,NOUN,134,mer,high,3,9,3,9,4,10,4,8,3,8,1,7,2,6,2,7,1,6,7,8,3,4,2,9
1139,vodorod,gaz,NOUN,131,mer,high,7,9,6,7,5,7,7,8,6,9,6,8,3,6,4,7,5,8,4,8,4,5,6,6
1140,kardiologiya,yurak,NOUN,129,mer,high,3,8,4,10,4,9,4,9,3,10,3,10,7,10,2,7,2,6,2,8,3,5,4,8
