ID,Word-1,Word-2,Relation,POS,sim_avg,rel_avg,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
1556,hujra,boshpana,hyp,NOUN,6.09,7.18,6,5,5,8,6,7,5,4,6,8,7,8,9,6,8,7,7,6,5,7,7,9
1557,oshqovoq,qovoq,hyp,NOUN,7.18,8.36,7,8,8,5,8,8,9,7,6,7,6,9,9,9,8,9,9,10,6,7,8,8
1558,qarag'ay,chinor,hyp,NOUN,4.45,7.64,6,6,5,5,5,3,4,3,4,6,2,8,9,7,7,9,9,6,7,6,7,9
1559,toshma,jarohat,hyp,NOUN,3.64,6.27,5,3,5,3,3,5,3,2,3,5,3,8,5,7,6,6,8,6,5,5,7,6
1560,undosh,xarf,hyp,NOUN,2.64,7.18,4,3,4,3,4,1,2,2,1,4,1,5,8,7,8,9,8,5,9,7,5,8
1561,mandarin,sitrus meva,hyp,NOUN,4.82,8.00,6,4,7,6,6,3,3,3,4,5,6,8,9,8,8,8,10,8,6,8,8,7
1562,alpinist,sportchi,hyp,NOUN,3.73,7.36,4,5,4,5,2,1,4,4,3,5,4,8,8,8,7,8,7,6,8,6,7,8
1563,chuchvara,taom,hyp,NOUN,3.82,6.82,6,4,4,5,2,2,4,3,2,5,5,7,5,6,8,8,7,6,8,5,8,7
1564,pingvin,shimol,hyp,NOUN,2.55,7.18,4,4,4,1,2,4,2,1,1,4,1,8,8,8,9,8,7,7,7,5,7,5
1565,akrobatika,sport,hyp,NOUN,4.36,7.09,4,4,4,6,6,5,4,3,3,6,3,9,8,6,8,7,9,6,7,5,7,6
1566,arifmetika,matematika,hyp,NOUN,7.36,8.82,8,8,7,6,7,6,8,8,7,8,8,9,10,8,7,8,9,10,10,9,8,9
1567,morze,alifbo,hyp,NOUN,3.09,7.55,3,4,4,5,2,1,5,3,4,1,2,7,6,8,8,8,7,8,8,7,8,8
1568,kulba,boshpana,hyp,NOUN,6.09,7.27,6,6,7,6,6,7,6,5,7,7,4,8,9,8,8,7,9,6,5,7,8,5
1569,momaqaldiroq,tabiiy hodisa,hyp,NOUN,3.27,7.64,5,4,4,3,3,2,4,3,4,2,2,8,9,7,8,8,10,7,7,6,6,8
1570,dugoh,ashula,hyp,NOUN,4.36,8.18,5,6,5,6,6,2,4,6,4,2,2,9,9,7,9,9,8,7,8,8,9,7
1571,peshin,vaqt,hyp,NOUN,3.82,6.82,2,3,4,6,5,2,4,4,2,6,4,6,7,6,7,8,7,5,9,6,7,7
1572,morfologiya,tilshunoslik,hyp,NOUN,6.64,8.55,8,6,7,5,6,7,6,8,6,8,6,9,8,9,8,8,8,7,10,9,10,8
1573,zarg'aldoq,chumchuq,hyp,NOUN,6.45,8.27,7,8,7,7,6,5,8,6,7,5,5,10,9,9,8,8,7,9,9,9,6,7
1574,astma,kasallik,hyp,NOUN,3.64,7.45,4,4,3,4,4,5,2,4,3,2,5,9,9,7,8,8,6,9,9,5,5,7
1575,apelsin,sitrus meva,hyp,NOUN,4.36,7.36,6,4,4,5,6,3,5,4,3,4,4,9,8,7,7,7,9,6,9,5,8,6
1576,beqasam,mato,hyp,NOUN,4.00,7.91,5,5,4,4,3,4,5,2,3,6,3,10,7,7,8,9,6,10,9,6,8,7
1577,dovul,bo'ron,hyp,NOUN,4.64,8.00,5,6,5,4,4,3,3,3,4,7,7,9,6,7,8,9,10,10,6,6,8,9
1578,zambarak,qurol,hyp,NOUN,4.91,7.45,5,6,4,7,6,7,4,4,3,3,5,8,7,8,8,9,7,8,6,5,7,9
1579,platina,metal,hyp,NOUN,5.18,7.09,7,5,5,7,6,4,4,4,4,7,4,9,7,7,9,5,7,7,8,6,7,6
1580,turshak,meva,hyp,NOUN,5.00,7.73,5,5,5,6,5,6,4,7,4,5,3,9,9,7,7,9,7,6,8,6,8,9
1581,kepak,yem-xashak,hyp,NOUN,3.91,7.09,4,5,6,4,4,3,4,3,2,5,3,6,6,8,8,8,5,6,7,8,8,8
1582,manti,taom,hyp,NOUN,4.00,5.82,2,5,4,5,5,3,5,3,3,6,3,6,8,6,5,6,6,7,7,4,4,5
1583,suvarak,xasharot,hyp,NOUN,4.55,8.36,4,6,4,5,5,4,6,6,2,6,2,9,9,8,8,9,8,8,9,8,8,8
1584,matlab,dastur,hyp,NOUN,2.73,6.36,2,3,4,5,2,2,3,2,3,2,2,6,7,7,6,8,5,9,7,5,5,5
1585,zanjabil,ziravor,hyp,NOUN,4.45,8.09,5,6,4,6,4,5,5,3,4,2,5,10,7,8,10,6,10,8,9,7,6,8
1586,maraz,so'kinish,hyp,VERB,3.45,7.09,4,5,4,4,2,5,3,4,2,2,3,8,6,7,8,8,5,5,7,9,9,6
1587,mongol,millat,hyp,NOUN,3.91,7.27,5,5,4,4,3,4,6,4,4,2,2,7,7,9,7,8,5,8,9,6,6,8
1588,lalmikorlik,dala,hyp,NOUN,2.36,7.82,3,3,3,2,3,4,1,3,1,2,1,7,6,7,8,9,8,9,8,6,9,9
1589,musson,shamol,hyp,NOUN,5.73,7.91,6,7,7,6,7,5,7,3,4,4,7,9,8,7,8,8,9,10,7,6,6,9
1590,qumursqa,chumoli,hyp,NOUN,7.55,8.64,9,8,6,7,8,7,9,6,7,8,8,9,10,8,9,9,7,10,9,8,7,9
1591,ravishdosh,so'z turkumi,hyp,NOUN,2.64,7.91,5,2,4,1,3,1,3,3,3,3,1,9,10,9,9,8,6,8,8,6,6,8
1592,oltiburchak,shakl,hyp,NOUN,2.55,7.73,2,3,3,1,2,2,3,4,3,2,3,5,8,8,9,9,9,9,8,5,8,7
1593,ajriq,o'simlik,hyp,NOUN,4.09,7.00,3,5,4,4,5,2,5,3,3,5,6,6,8,7,7,7,9,8,6,5,6,8
1594,momaqaymoq,o't,hyp,NOUN,4.18,6.36,3,5,5,4,6,6,2,3,3,6,3,5,8,6,6,8,8,5,6,4,6,8
1595,qo'tos,xo'kiz,hyp,NOUN,6.55,8.45,6,4,8,7,6,6,7,5,7,8,8,9,10,9,9,8,7,8,9,9,6,9
1596,gondola,qayiq,hyp,NOUN,5.73,8.64,6,6,6,6,5,8,4,4,6,4,8,9,8,8,7,10,9,9,9,8,10,8
1597,go'shtxo'r,ayiq,hyp,NOUN,2.00,5.82,3,3,3,3,2,1,3,1,1,1,1,5,6,8,5,7,6,5,5,6,6,5
1598,gulsapsar,o't,hyp,NOUN,4.18,7.27,4,4,6,4,4,2,4,3,3,6,6,6,8,8,7,6,8,9,8,5,7,8
1599,karam,poliz ekini,hyp,NOUN,3.82,6.64,5,6,4,5,3,3,4,3,4,2,3,7,8,6,6,8,9,6,6,6,6,5
1600,payraha,jihoz,hyp,NOUN,2.82,5.55,4,4,5,2,3,2,3,2,2,3,1,6,7,7,4,5,7,5,4,5,4,7
1601,pishqiriq,tovush,hyp,NOUN,4.18,6.36,2,5,5,6,5,6,3,2,3,3,6,6,6,8,8,6,7,6,5,4,8,6
1602,qarag'ayzor,o'rmon,hyp,NOUN,5.27,7.91,6,4,4,7,5,6,7,4,4,7,4,9,8,6,8,8,8,10,8,6,9,7
1603,qo'shtor,musiqiy asbob,hyp,NOUN,4.18,6.91,4,4,3,5,4,5,4,3,3,7,4,6,9,8,5,6,5,7,7,6,8,9
1604,sershira,tam,hyp,NOUN,3.00,5.82,2,3,5,3,4,2,4,1,2,2,5,4,7,6,4,5,5,8,4,6,7,8
1605,shafaqrang,rang,hyp,NOUN,3.00,7.00,5,4,5,3,3,1,2,3,3,3,1,6,8,7,6,5,9,6,7,6,8,9
1606,so'lg'inlik,kayfiyat,hyp,NOUN,3.27,7.09,4,4,3,4,2,2,4,2,4,3,4,7,7,7,8,8,8,6,6,7,6,8
1607,tanavor,musiqa,hyp,NOUN,6.09,8.73,6,6,7,8,7,6,5,6,4,6,6,9,8,9,10,9,9,9,9,8,8,8
1608,tanbex,jazo,hyp,NOUN,2.64,5.82,2,4,1,5,3,5,3,1,1,2,2,4,8,8,7,6,7,6,4,4,5,5
1609,timsoh,sudralib yuruvchi,hyp,NOUN,5.09,8.00,6,5,4,6,7,4,3,5,4,6,6,8,7,8,8,8,10,7,9,7,7,9
1610,to'ppi,bosh kiyim,hyp,NOUN,5.55,7.45,4,6,7,5,4,6,3,6,7,7,6,8,8,8,8,6,7,6,8,8,9,6
1611,yamoqchilik,tikuvchilik,hyp,NOUN,3.64,6.18,2,4,4,4,4,4,4,2,3,4,5,5,8,5,4,8,8,6,4,4,8,8
1612,yilqiboqar,cho'pon,hyp,NOUN,8.09,9.00,9,6,7,9,8,8,8,9,9,8,8,10,8,8,10,9,9,9,9,10,7,10
1613,rejalashtir,tizimlashtir,hyp,VERB,6.36,7.73,4,5,7,8,6,7,8,6,8,7,4,7,10,8,8,8,7,9,6,10,6,6
1614,maxalliylashtir,o'zlashtir,hyp,VERB,3.91,6.00,6,4,5,4,2,6,3,2,3,2,6,5,8,7,5,4,8,4,5,6,6,8
1615,jadallashtir,rivojlantir,hyp,VERB,6.91,8.27,6,9,7,9,6,7,9,6,6,5,6,8,9,8,9,7,9,10,8,7,8,8
1616,kamsit,haqoratla,hyp,VERB,6.36,7.82,5,7,5,7,7,8,8,4,7,4,8,6,9,8,7,10,9,7,6,7,8,9
1617,pulla,sotish,hyp,VERB,6.45,8.00,8,7,8,6,4,5,6,5,8,7,7,10,8,9,7,6,8,7,7,9,8,9
1618,odimla,yur,hyp,VERB,5.64,6.91,7,6,6,4,4,7,4,5,4,8,7,8,6,8,6,7,7,6,7,5,8,8
1619,kuydir,pishir,hyp,VERB,4.09,6.00,2,3,6,6,4,6,4,3,3,6,2,5,4,8,7,6,8,6,5,6,7,4
1620,to'ydir,yedir,hyp,VERB,6.09,7.64,6,8,7,4,7,8,6,6,4,4,7,9,8,7,6,8,9,7,8,7,6,9
1621,chalkashtir,aralashtir,hyp,VERB,5.73,7.27,7,5,6,5,6,7,5,6,6,5,5,7,8,9,6,8,8,7,6,5,7,9
1622,uqtirish,tushuntirish,hyp,VERB,5.73,7.00,4,6,5,7,6,7,4,4,6,6,8,5,8,7,7,6,7,7,8,6,8,8
1623,vidolash,xayrlash,hyp,VERB,6.09,8.27,5,7,8,7,7,6,6,4,7,4,6,7,9,9,10,8,10,7,7,7,9,8
1624,cho'chit,qo'rqit,hyp,VERB,6.00,7.45,6,6,6,6,6,8,4,4,6,8,6,7,7,7,8,8,9,6,6,9,8,7
1625,taqillat,ovoz chiqarish,hyp,VERB,4.45,6.36,3,6,4,4,4,6,6,3,4,6,3,5,7,6,6,6,8,7,7,5,8,5
1626,sindirish,ajratish,hyp,VERB,3.18,5.27,2,3,3,3,3,5,4,3,2,3,4,4,6,4,5,4,7,6,4,6,6,6
1627,chertish,ovoz chiqarish,hyp,VERB,5.00,6.18,3,6,4,6,6,6,3,6,4,5,6,6,7,7,6,8,6,5,5,6,6,6
1628,kulimsira,jilmay,hyp,VERB,6.36,8.18,7,7,5,6,8,7,7,6,6,4,7,9,9,7,7,9,8,9,9,8,7,8
1629,tirmash,chiqish,hyp,VERB,4.09,5.91,2,3,5,6,4,6,4,2,4,6,3,4,7,7,7,5,8,6,4,5,6,6
1630,dardlash,suhbatlash,hyp,VERB,3.27,5.64,3,3,4,3,3,5,2,2,2,6,3,6,6,6,6,5,7,5,5,4,7,5
1631,yakkalan,yolg'izlat,hyp,VERB,6.00,7.73,6,8,6,6,4,8,6,4,7,4,7,7,9,7,8,6,8,9,8,9,6,8
1632,kaltaklan,jabrlan,hyp,VERB,3.27,5.73,3,2,5,4,6,3,2,2,2,3,4,5,8,7,7,7,5,4,5,4,5,6
1633,dag'allash,qo'pollash,hyp,VERB,5.27,7.36,3,7,6,7,6,5,3,6,4,6,5,7,7,7,9,8,9,5,9,7,8,5
1634,uvilla,baqir,hyp,VERB,4.82,6.64,3,7,6,6,6,6,3,3,3,4,6,5,7,7,7,8,7,5,5,5,8,9
1635,aljira,gapir,hyp,VERB,3.91,6.55,3,5,5,5,4,4,4,3,4,4,2,5,8,8,7,5,7,6,5,5,8,8
1636,chamala,ko'zdan kechir,hyp,VERB,5.09,6.55,7,7,3,4,6,6,4,3,4,6,6,5,8,5,6,9,8,5,5,6,7,8
1637,qatorlashtir,tahla,hyp,VERB,5.09,6.27,7,5,6,6,4,7,6,3,4,4,4,8,7,7,7,5,8,7,5,5,5,5
1638,taajjublantir,hayratlantir,hyp,VERB,8.27,9.09,9,8,7,8,8,10,9,8,7,9,8,10,10,8,8,8,10,9,9,9,8,11
1639,valdira,gapir,hyp,VERB,4.64,6.00,3,6,4,5,4,7,3,3,4,6,6,4,7,5,6,8,7,5,4,5,7,8
1640,chamalash,hisoblash,hyp,VERB,6.09,7.27,7,6,6,8,5,7,4,8,4,4,8,9,8,8,8,6,8,6,6,6,6,9
1641,purka,sep,hyp,VERB,3.73,5.64,2,6,6,4,3,2,3,2,3,4,6,6,6,6,5,7,6,5,5,4,7,5
1642,to'qish,tikish,hyp,VERB,4.82,6.82,4,4,6,5,4,7,6,3,3,4,7,7,7,6,7,8,8,7,6,5,6,8
1643,valaqla,gaplash,hyp,VERB,4.09,6.36,4,4,5,3,4,5,3,3,4,5,5,7,7,7,7,6,7,4,6,5,7,7
1644,yarqirat,tozala,hyp,VERB,6.18,7.91,6,6,4,6,7,8,6,7,6,6,6,9,9,7,8,8,9,7,7,7,7,9
1645,hurkit,cho'chit,hyp,VERB,6.55,7.91,5,8,7,7,8,8,8,4,5,8,4,6,8,7,7,9,10,9,8,7,8,8
1646,chuvalashtir,aralashtir,hyp,VERB,6.09,6.73,6,5,7,6,6,7,6,7,6,6,5,7,7,7,7,8,8,5,5,8,4,8
1647,chavoqla,kes,hyp,VERB,3.45,5.45,4,5,4,3,3,2,4,3,2,5,3,6,6,4,4,4,8,8,5,5,5,5
1648,diydira,qaltira,hyp,VERB,7.18,7.82,7,8,6,5,7,8,8,5,9,8,8,9,8,8,7,6,9,8,8,9,8,6
1649,hayiqtir,qo'rqit,hyp,VERB,6.09,7.18,5,6,6,6,6,7,4,5,7,7,8,6,7,7,7,7,8,7,8,5,8,9
1650,pichirlash,so'zlash,hyp,VERB,4.45,7.36,6,6,5,4,4,3,4,4,4,5,4,8,7,7,7,8,8,6,7,6,8,9
1651,teatr,sahna,mer,NOUN,2.45,8.64,2,4,3,3,3,2,2,2,1,3,2,9,9,9,10,9,10,7,9,7,8,8
1652,muzey,eksponant,mer,NOUN,2.55,7.55,2,4,3,3,3,2,2,2,1,2,4,8,9,7,9,8,9,6,7,6,8,6
1653,sug'urta,polis,mer,NOUN,2.36,7.45,2,3,2,3,3,3,4,1,0,2,3,7,8,7,7,8,9,9,6,8,5,8
1654,o'simlik,barg,mer,NOUN,3.00,6.73,3,2,4,5,3,3,3,2,3,2,3,6,6,8,8,8,8,6,6,5,6,7
1655,darslik,kitob,mer,NOUN,5.91,8.36,6,4,5,7,8,6,8,6,5,5,5,10,7,9,8,8,8,10,9,7,8,8
1656,matn,qo'lyozma,mer,NOUN,3.73,8.09,4,6,5,3,4,3,3,3,3,4,3,9,9,8,9,8,8,7,6,8,8,9
1657,daraxt,barg,mer,NOUN,3.18,7.09,2,3,4,4,4,2,4,3,2,2,5,6,8,8,8,8,6,7,8,5,6,8
1658,saroy,qirol,mer,NOUN,2.36,7.82,3,3,3,3,2,1,2,1,2,4,2,9,9,7,8,9,10,6,6,7,7,8
1659,do'kon,rasta,mer,NOUN,3.00,8.00,3,3,4,3,4,5,2,2,2,3,2,9,9,9,9,9,7,8,8,7,6,7
1660,ichimlik,suyuqlik,mer,NOUN,5.82,7.55,6,8,7,8,6,4,7,4,4,5,5,7,9,8,9,8,7,10,7,6,6,6
1661,organizm,gavda,mer,NOUN,3.45,6.91,4,4,4,4,2,2,4,2,4,3,5,8,7,8,8,8,9,6,5,5,6,6
1662,yong'in,olov,mer,NOUN,5.64,8.45,5,5,7,5,8,8,5,5,4,6,4,8,10,9,9,8,9,9,9,9,6,7
1663,valyuta,pul,mer,NOUN,4.09,7.09,4,6,5,3,5,5,3,4,2,5,3,6,8,7,9,6,8,7,6,6,7,8
1664,matematika,tenglama,mer,NOUN,4.27,8.27,2,6,3,5,4,2,6,3,4,6,6,10,10,8,7,9,8,8,8,7,8,8
1665,havza,suv,mer,NOUN,2.73,7.27,3,4,3,4,4,1,3,3,1,2,2,7,7,8,8,8,8,7,8,5,8,6
1666,yadro,hujayra,mer,NOUN,3.91,7.91,3,5,6,6,2,2,4,4,6,2,3,8,8,8,9,9,9,7,8,8,6,7
1667,poydevor,inshoot,mer,NOUN,3.36,7.55,5,4,3,3,4,4,4,2,3,2,3,9,7,8,7,6,8,8,9,6,6,9
1668,aeroport,samolyot,mer,NOUN,2.36,8.73,2,3,4,3,3,2,2,2,1,1,3,10,10,9,10,10,9,9,7,7,7,8
1669,sayyora,fazo,mer,NOUN,3.55,6.82,3,2,2,6,3,6,3,3,3,2,6,7,7,9,6,7,7,5,7,5,8,7
1670,samolyot,qanot,mer,NOUN,3.00,6.45,5,2,3,3,2,4,3,1,3,5,2,8,6,8,7,6,7,5,6,4,8,6
1671,tomir,qon,mer,NOUN,2.73,7.36,2,4,4,4,4,1,2,2,1,4,2,6,9,7,9,8,8,6,7,6,9,6
1672,oshxona,o'choq,mer,NOUN,2.45,7.45,3,4,4,3,2,1,2,2,1,2,3,7,9,9,8,8,8,8,7,5,5,8
1673,tikuvchilik,mato,mer,NOUN,2.36,8.55,3,4,2,3,2,2,2,3,1,3,1,8,9,10,10,8,9,10,7,7,8,8
1674,fasl,oy,mer,NOUN,3.18,7.00,3,3,4,4,3,3,2,2,3,4,4,6,9,8,6,6,7,9,6,7,7,6
1675,spektakl,teatr,mer,NOUN,2.27,8.36,2,3,3,3,3,1,3,1,1,2,3,9,7,8,9,10,10,8,7,8,8,8
1676,barmoq,qo'l,mer,NOUN,3.18,8.64,3,4,4,5,3,4,2,2,2,3,3,7,10,9,9,9,10,6,9,10,10,6
1677,maosh,pul,mer,NOUN,5.64,6.00,6,5,5,5,5,6,6,7,5,6,6,5,7,6,6,7,7,5,5,4,6,8
1678,voleybol,koptok,mer,NOUN,2.27,6.18,2,2,3,3,3,2,2,2,2,1,3,8,6,7,7,6,8,5,5,5,5,6
1679,eksponat,muzey,mer,NOUN,2.82,8.18,3,3,3,3,3,5,2,2,2,2,3,8,9,9,8,9,10,6,7,9,8,7
1680,dada,oila,mer,NOUN,2.82,8.36,3,5,3,4,4,2,2,2,3,2,1,10,8,7,8,8,8,10,6,9,9,9
1681,yotoqxona,uy,mer,NOUN,5.00,8.18,5,6,6,6,6,4,7,3,3,5,4,9,8,8,7,10,7,10,6,8,8,9
1682,ustahona,asbob,mer,NOUN,2.91,6.73,2,4,3,3,3,3,4,2,2,4,2,6,6,7,7,8,8,8,6,7,5,6
1683,sudya,sud,mer,NOUN,2.91,7.09,2,3,3,3,2,5,2,2,2,5,3,7,7,8,8,8,7,5,7,5,8,8
1684,quduq,havza,mer,NOUN,4.36,8.36,4,3,3,4,3,4,4,5,5,6,7,9,9,8,7,9,8,9,10,8,7,8
1685,emlash,shifoxona,mer,NOUN,2.36,7.73,3,3,3,3,3,1,3,2,1,2,2,8,8,8,7,9,8,8,7,8,8,6
1686,nabira,oila,mer,NOUN,2.73,6.36,2,5,4,4,3,1,3,2,1,2,3,6,7,8,7,5,7,6,5,6,5,8
1687,xakamlik,o'yin,mer,NOUN,2.09,5.27,2,3,2,3,3,1,2,1,1,3,2,6,7,5,6,4,4,6,4,5,6,5
1688,alifbo,kitob,mer,NOUN,5.09,7.82,6,5,6,6,4,7,3,5,6,4,4,8,8,7,7,10,8,6,9,8,8,7
1689,tushum,savdo,mer,NOUN,2.82,6.64,2,3,3,3,3,4,2,1,3,5,2,6,6,7,7,9,8,5,6,5,8,6
1690,qo'riqxona,xayvonot,mer,NOUN,4.64,8.27,3,6,3,3,5,5,3,6,6,6,5,8,10,8,8,9,8,8,8,8,8,8
1691,dorixona,dori,mer,NOUN,3.09,8.18,2,4,3,5,3,4,2,2,2,4,3,10,8,8,9,8,10,6,7,7,9,8
1692,oshqozon,organ,mer,NOUN,3.36,7.18,4,5,5,5,4,2,4,2,1,2,3,7,8,7,7,8,8,5,6,9,8,6
1693,vodiy,tog',mer,NOUN,4.09,7.36,2,5,3,5,4,4,6,2,4,5,5,8,7,6,8,9,7,8,6,7,8,7
1694,poyezd,vagon,mer,NOUN,4.64,8.91,6,4,3,4,3,6,6,4,5,6,4,10,8,8,7,10,9,10,9,9,10,8
1695,saraton,o'sma,mer,NOUN,3.55,6.91,3,3,4,4,5,6,3,3,3,3,2,7,9,7,7,8,8,5,8,5,6,6
1696,cho'ntak,shim,mer,NOUN,2.45,7.91,4,3,3,3,2,1,2,1,2,2,4,8,8,7,7,8,9,10,6,8,8,8
1697,buvi,oila,mer,NOUN,3.00,7.00,3,3,4,3,3,2,2,2,2,5,4,5,8,9,6,6,7,7,7,5,8,9
1698,soxil,daryo,mer,NOUN,3.00,7.82,2,3,4,3,3,2,3,2,1,5,5,6,9,9,8,8,9,7,7,7,8,8
1699,serjant,armiya,mer,NOUN,2.82,7.82,5,3,3,3,2,2,3,1,1,3,5,9,8,7,9,9,8,9,7,6,8,6
1700,shodlik,hissiyot,mer,NOUN,3.91,6.91,3,4,4,6,4,4,5,3,2,5,3,6,8,6,6,6,9,8,7,6,6,8
1701,zo'ravonlik,jinoyat,mer,NOUN,5.27,8.27,4,5,6,5,4,5,4,4,7,7,7,8,9,8,9,9,9,8,8,9,6,8
1702,rasta,do'kon,mer,NOUN,6.09,8.45,5,5,5,5,6,7,7,6,6,8,7,9,9,8,9,9,10,9,7,6,8,9
1703,tikish,igna,mer,NOUN,2.55,7.00,4,3,3,3,2,2,2,1,1,5,2,7,9,7,7,8,8,6,6,5,8,6
1704,ring,boks,mer,NOUN,2.73,8.09,2,4,4,3,3,4,3,1,1,1,4,7,10,8,8,8,9,8,7,7,8,9
1705,sinfdosh,maktab,mer,NOUN,2.27,8.36,3,4,3,3,3,1,2,1,3,1,1,8,8,8,9,8,9,8,9,8,8,9
1706,astronomiya,teleskop,mer,NOUN,3.00,8.91,2,4,3,3,4,1,5,1,3,5,2,8,7,9,9,10,9,9,9,10,8,10
1707,kulolchilik,loy,mer,NOUN,2.55,7.27,2,4,3,3,3,1,2,2,1,4,3,7,8,7,8,8,9,7,6,5,9,6
1708,badal,kredit,mer,NOUN,3.82,7.27,3,6,3,3,4,6,3,2,4,5,3,8,6,8,8,9,8,6,6,7,6,8
1709,diabet,qand,mer,NOUN,2.73,7.18,3,4,2,5,2,4,3,1,1,2,3,7,7,8,7,9,8,6,5,5,8,9
1710,nevara,oila,mer,NOUN,2.64,6.36,2,4,4,3,3,1,2,1,2,4,3,6,8,6,6,6,9,8,5,6,5,5
1711,qatag'on,qurbon,mer,NOUN,3.36,7.55,2,4,4,5,2,3,3,4,2,2,6,5,9,9,7,8,9,6,8,5,8,9
1712,qabriston,mozor,mer,NOUN,4.18,8.00,6,3,4,4,5,4,5,3,4,3,5,9,9,8,7,9,10,7,9,6,6,8
1713,sumalak,bug'doy,mer,NOUN,2.91,7.27,4,1,2,3,3,2,4,2,4,5,2,8,8,7,6,8,8,6,6,6,9,8
1714,peshona,bosh,mer,NOUN,3.00,7.36,4,4,3,3,3,5,2,1,1,4,3,8,7,8,7,6,5,8,9,9,8,6
1715,veterinariya,xayvon,mer,NOUN,3.18,7.64,4,3,4,4,5,3,3,1,3,2,3,9,9,7,9,9,9,7,6,6,7,6
1716,kursant,armiya,mer,NOUN,2.55,8.45,4,5,3,3,3,1,2,1,1,1,4,9,7,9,9,9,8,8,9,10,8,7
1717,obligatsiya,moliya,mer,NOUN,2.82,7.18,3,3,4,5,2,2,3,1,1,2,5,8,6,9,9,8,6,6,7,5,8,7
1718,zovur,suyuqlik,mer,NOUN,2.73,5.00,3,2,4,3,3,3,2,1,4,4,1,6,6,7,5,6,3,5,4,4,5,4
1719,zargarlik,oltin,mer,NOUN,4.00,8.36,3,4,5,4,4,5,3,3,3,4,6,9,9,8,9,9,8,7,9,8,8,8
1720,qirollik,saroy,mer,NOUN,4.36,7.64,4,4,3,3,6,6,6,2,2,6,6,10,8,7,8,9,7,8,7,6,6,8
1721,qazilma,kon,mer,NOUN,3.36,7.55,3,4,4,5,2,6,3,2,3,2,3,8,9,9,8,8,7,6,7,6,9,6
1722,ozon,gaz,mer,NOUN,4.45,7.18,6,5,4,6,6,2,5,3,5,5,2,9,9,7,8,8,8,7,6,6,5,6
1723,vena,qon,mer,NOUN,3.00,8.00,3,4,3,4,4,1,2,4,4,1,3,8,8,8,9,10,9,7,9,7,7,6
1724,shashka,doska,mer,NOUN,2.45,5.27,2,3,3,3,3,3,3,2,1,2,2,6,7,6,6,6,7,5,4,3,3,5
1725,tabobat,dori,mer,NOUN,2.82,7.00,2,4,3,4,3,2,1,4,1,5,2,6,6,7,8,8,9,6,8,5,7,7
1726,dovon,tog',mer,NOUN,5.09,7.55,5,4,5,6,5,6,5,4,5,4,7,8,6,8,8,7,8,8,6,7,9,8
1727,ro'za,ibodat,mer,NOUN,5.09,8.18,5,6,6,6,6,5,3,4,5,4,6,9,8,8,9,8,10,7,7,8,8,8
1728,talaffuz,nutq,mer,NOUN,5.36,7.91,4,7,5,6,6,5,4,4,6,7,5,9,9,9,8,8,10,6,7,7,6,8
1729,olima,ayol,mer,NOUN,3.45,7.00,3,4,4,4,3,2,3,2,2,6,5,7,8,8,8,6,8,5,6,5,7,9
1730,noshir,gazeta,mer,NOUN,3.09,7.18,4,3,4,3,4,5,2,2,3,2,2,6,8,8,7,9,9,6,6,5,8,7
1731,kislorod,oksid,mer,NOUN,4.09,7.09,4,4,6,6,2,4,4,4,4,4,3,8,7,7,8,9,6,6,8,5,8,6
1732,bog'bon,bog',mer,NOUN,3.82,7.64,3,4,3,3,5,3,4,2,4,5,6,7,6,9,9,9,10,6,6,6,8,8
1733,tasma,it,mer,NOUN,2.00,5.82,4,2,3,3,3,3,1,0,0,2,1,4,6,7,8,8,8,4,5,5,4,5
1734,kaft,qo'l,mer,NOUN,4.18,8.18,5,6,3,5,2,4,5,3,3,5,5,9,8,8,9,9,10,7,6,9,7,8
1735,favvora,suv,mer,NOUN,2.82,6.09,2,3,3,4,3,5,3,1,1,5,1,6,7,8,6,6,6,5,6,6,4,7
1736,saxro,qum,mer,NOUN,5.18,8.27,6,4,4,6,3,6,4,7,7,7,3,10,9,8,9,9,8,8,8,6,8,8
1737,chegirma,narx,mer,NOUN,2.45,7.55,2,2,3,4,3,3,3,1,2,2,2,7,7,7,9,8,9,8,6,5,8,9
1738,gulzor,gul,mer,NOUN,3.27,7.09,3,3,3,5,4,4,3,2,2,4,3,7,9,8,7,6,7,6,6,5,8,9
1739,qorbobo,qor,mer,NOUN,3.73,6.91,3,6,3,4,4,4,2,3,2,6,4,6,7,7,7,6,9,6,6,5,8,9
1740,hasharot,lichinka,mer,NOUN,3.55,7.45,4,5,4,4,3,3,4,4,4,2,2,6,7,9,7,8,8,8,8,6,8,7
1741,hovuz,suv,mer,NOUN,4.18,7.27,2,4,3,4,3,6,6,2,4,6,6,7,9,7,7,6,8,9,6,5,8,8
1742,botanika,o'simlik,mer,NOUN,3.82,7.45,4,4,4,3,6,3,3,4,5,2,4,9,8,8,7,8,9,6,7,6,5,9
1743,norin,xamir,mer,NOUN,3.00,6.55,5,3,3,3,3,5,2,2,3,3,1,9,9,6,7,6,5,5,6,5,8,6
1744,darvozabon,futbol,mer,NOUN,2.36,8.18,5,4,3,2,2,2,3,2,1,1,1,9,8,9,9,8,8,6,7,8,10,8
